# density: 0.021017479720736955, temp: 85,# density: 0.021017479720736955, temp: 85
r,Ar_uv-Ar,r,Ar-Ar
4.821875,0.7309370103740357,4.821875,0.7309384844536844
4.823125,0.7304771439837124,4.823125,0.7304786179841075
4.824375,0.7300196101647941,4.824375,0.7300210841154764
4.8256250000000005,0.7295644017102861,4.8256250000000005,0.7295658756407117
4.826875,0.7291115114437946,4.826875,0.7291129853832105
4.828125,0.7286609322191515,4.828125,0.72866240619671
4.829375,0.728212656920415,4.829375,0.7282141309651489
4.830625,0.7277666784617388,4.830625,0.7277681526025306
4.831875,0.727322989787192,4.831875,0.7273244640527912
4.833125,0.7268815838706716,4.833125,0.7268830582896569
4.8343750000000005,0.7264424537156332,4.8343750000000005,0.7264439283165165
4.835625,0.7260055923551991,4.835625,0.7260070671662836
4.836875,0.7255709928517668,4.836875,0.7255724679012622
4.838125,0.7251386482970518,4.838125,0.7251401236130155
4.839375,0.7247085518118952,4.839375,0.7247100274222342
4.840625,0.7242806965460905,4.840625,0.7242821724786037
4.841875,0.7238550756783864,4.841875,0.723856551960673
4.843125,0.7234316824161463,4.843125,0.7234331590757226
4.844375,0.7230105099954351,4.844375,0.7230119870596388
4.845625,0.7225915516807626,4.845625,0.7225930291767783
4.846875,0.7221748007649301,4.846875,0.7221762787198474
4.8481250000000005,0.7217602505690445,4.8481250000000005,0.7217617290097652
4.849375,0.7213478944422228,4.849375,0.7213493733955408
4.850625,0.7209377257616413,4.850625,0.7209392052541469
4.851875,0.720529737932208,4.851875,0.7205312179903933
4.853125,0.7201239243865957,4.853125,0.7201254050367946
4.854375,0.7197202785850433,4.854375,0.7197217598534552
4.855625,0.7193187940152989,4.855625,0.719320275927937
4.8568750000000005,0.7189194641924201,4.8568750000000005,0.718920946775138
4.858125,0.7185222826586151,4.858125,0.7185237659371682
4.859375,0.7181272429832347,4.859375,0.7181287269832273
4.860625,0.7177343387626324,4.860625,0.7177358235094814
4.861875,0.7173435636199647,4.861875,0.7173450491389407
4.863125,0.7169549112051062,4.863125,0.7169563975213404
4.864375,0.7165683751945137,4.864375,0.7165698623330178
4.8656250000000005,0.7161839492912532,4.8656250000000005,0.7161854372767908
4.866875,0.7158016272245881,4.866875,0.7158031160818439
4.868125,0.7154214027500577,4.868125,0.7154228925036011
4.869375,0.7150432696494962,4.869375,0.7150447603236133
4.870625,0.7146672217305189,4.870625,0.7146687133494392
4.871875,0.7142932528267345,4.871875,0.7142947454145251
4.873125,0.7139213567975874,4.873125,0.7139228503780913
4.874375,0.7135515275280063,4.874375,0.7135530221250146
4.875625,0.7131837589286464,4.875625,0.7131852545657091
4.876875,0.7128180449354972,4.876875,0.7128195416360174
4.878125,0.7124543795098742,4.878125,0.7124558772970887
4.8793750000000005,0.7120927566382139,4.8793750000000005,0.7120942555352701
4.880625,0.7117331703321803,4.880625,0.7117346703619908
4.881875,0.7113756146283396,4.881875,0.7113771158136464
4.883125,0.7110200835879879,4.883125,0.7110215859514915
4.884375,0.7106665712974415,4.884375,0.710668074861521
4.885625,0.7103150718673924,4.885625,0.7103165766543638
4.886875,0.7099655794331832,4.886875,0.7099670854651692
4.8881250000000005,0.7096180881544859,4.8881250000000005,0.709619595453498
4.889375,0.709272592215433,4.889375,0.7092741008032075
4.890625,0.70892908582416,4.890625,0.7089305957223485
4.891875,0.7085875632129492,4.891875,0.708589074443052
4.893125,0.7082480186381236,4.893125,0.7082495312214188
4.894375,0.7079104463797595,4.894375,0.7079119603374191
4.895625,0.7075748407417862,4.895625,0.7075763560947756
4.8968750000000005,0.7072411960517382,4.8968750000000005,0.7072427128208625
4.898125,0.7069095066606688,4.898125,0.7069110248665961
4.899375,0.7065797669431243,4.899375,0.7065812866063292
4.900625,0.7062519712969842,4.900625,0.7062534924377474
4.901875,0.7059261141432703,4.901875,0.7059276367817575
4.903125,0.7056021899262219,4.903125,0.7056037140823939
4.904375,0.7052801931130263,4.904375,0.7052817188067025
4.905625,0.7049601181938471,4.905625,0.7049616454446458
4.906875,0.7046419596815853,4.906875,0.7046434885089935
4.908125,0.7043257121119397,4.908125,0.7043272425352239
4.909375,0.7040113700431303,4.909375,0.7040129020814209
4.9106250000000005,0.7036989280558877,4.9106250000000005,0.7037004617281686
4.911875,0.7033883807534483,4.911875,0.7033899160784545
4.913125,0.7030797227611566,4.913125,0.7030812597575686
4.914375,0.7027729487268087,4.914375,0.7027744874129959
4.915625,0.7024680533200842,4.915625,0.7024695937143274
4.916875,0.702165031232746,4.916875,0.7021665733531532
4.918125,0.7018638771784522,4.918125,0.7018654210429623
4.9193750000000005,0.701564585892723,4.9193750000000005,0.7015661315190492
4.920625,0.7012671521326912,4.920625,0.7012686995384144
4.921875,0.7009715706771583,4.921875,0.700973119879664
4.923125,0.7006778363263905,4.923125,0.7006793873429162
4.924375,0.7003859439020774,4.924375,0.7003874967496988
4.925625,0.7000958882472932,4.925625,0.7000974429428607
4.926875,0.6998076642263071,4.926875,0.6998092207864716
4.9281250000000005,0.6995212667243742,4.9281250000000005,0.6995228251657241
4.929375,0.6992366906479771,4.929375,0.6992382509868439
4.930625,0.6989539309244502,4.930625,0.6989554931769933
4.931875,0.6986729825019692,4.931875,0.6986745466841751
4.933125,0.6983938403494468,4.933125,0.6983954064771415
4.934375,0.6981164994564787,4.934375,0.6981180675453003
4.935625,0.6978409548332186,4.935625,0.6978425248986211
4.936875,0.6975672015102751,4.936875,0.6975687735675442
4.938125,0.6972952345386266,4.938125,0.6972968086028865
4.939375,0.6970250489895996,4.939375,0.6970266250757546
4.940625,0.6967566399546261,4.940625,0.6967582180774471
4.9418750000000005,0.6964900025453646,4.9418750000000005,0.6964915827193701
4.943125,0.6962251318933268,4.943125,0.6962267141329432
4.944375,0.6959620231500486,4.944375,0.6959636074695104
4.945625,0.6957006714869969,4.945625,0.6957022579002524
4.946875,0.695441072095113,4.946875,0.6954426606160963
4.948125,0.6951832201852925,4.948125,0.6951848108276246
4.949375,0.6949271109878052,4.949375,0.6949287037649925
4.9506250000000005,0.6946727397524743,4.9506250000000005,0.694674334677835
4.951875,0.69442010174853,4.951875,0.6944216988351836
4.953125,0.694169192264501,4.953125,0.6941707915253749
4.954375,0.6939200066080417,4.954375,0.6939216080559694
4.955625,0.693672540106165,4.955625,0.6936741437536589
4.956875,0.6934267881047164,4.956875,0.6934283939641896
4.958125,0.6931827459685547,4.958125,0.6931843540522671
4.9593750000000005,0.6929404090815261,4.9593750000000005,0.6929420194014763
4.960625,0.6926997728461304,4.960625,0.6927013854141999
4.961875,0.6924608326837132,4.961875,0.6924624475115276
4.963125,0.692223584034077,4.963125,0.6922252011331762
4.964375,0.6919880223556993,4.964375,0.6919896417374065
4.965625,0.69175414312552,4.965625,0.6917557648009371
4.966875,0.6915219418388037,4.966875,0.6915235658188683
4.968125,0.6912914140090979,4.968125,0.6912930403045929
4.969375,0.6910625551682202,4.969375,0.6910641837897168
4.970625,0.6908353608660998,4.970625,0.690836991823978
4.971875,0.6906098266706915,4.971875,0.6906114599751689
4.9731250000000005,0.6903859481679357,4.9731250000000005,0.6903875838290461
4.974375,0.6901637209616829,4.974375,0.6901653589892626
4.975625,0.6899431406735573,4.975625,0.6899447810772763
4.976875,0.6897242029429379,4.976875,0.6897258457322794
4.978125,0.6895069034268496,4.978125,0.6895085486111114
4.979375,0.6892912377999315,4.979375,0.6892928853881879
4.980625,0.6890772017542235,4.980625,0.6890788517554165
4.9818750000000005,0.6888647909992449,4.9818750000000005,0.688866443422121
4.983125,0.6886540012618586,4.983125,0.6886556561149649
4.984375,0.6884448282861577,4.984375,0.688446485577869
4.985625,0.688237267833436,4.985625,0.6882389275719399
4.986875,0.6880313156820755,4.986875,0.6880329778753931
4.988125,0.6878269676275373,4.988125,0.687828632283472
4.989375,0.6876242194822283,4.989375,0.6876258866083749
4.9906250000000005,0.6874230670752954,4.9906250000000005,0.687424736679182
4.991875,0.6872235062529317,4.991875,0.687225178341775
4.993125,0.6870255328778712,4.993125,0.6870272074587647
4.994375,0.6868291428296099,4.994375,0.6868308199094199
4.995625,0.6866343320041063,4.995625,0.6866360115895843
4.996875,0.6864410963139601,4.996875,0.6864427784116139
4.998125,0.686249431688125,4.998125,0.6862511163042929
4.999375,0.6860593340718971,4.999375,0.6860610212127682
5.000625,0.6858707994269458,5.000625,0.6858724890984734
5.001875,0.6856838237311056,5.001875,0.6856855159390577
5.003125,0.6854984029783161,5.003125,0.6855000977283092
5.0043750000000005,0.685314533178648,5.0043750000000005,0.6853162304760904
5.005625,0.685132210358122,5.005625,0.6851339102082608
5.006875,0.6849514305587345,5.006875,0.6849531329666101
5.008125,0.684772189838276,5.008125,0.6847738948087824
5.009375,0.684594484270425,5.009375,0.6845961918082103
5.010625,0.6844183099444822,5.010625,0.6844200200540437
5.011875,0.6842436629654074,5.011875,0.6842453756510779
5.0131250000000005,0.6840705394537733,5.0131250000000005,0.684072254719686
5.014375,0.6838989355456917,5.014375,0.6839006533957496
5.015625,0.6837288473925944,5.015625,0.6837305678305886
5.016875,0.6835602711613982,5.016875,0.6835619941908953
5.018125,0.6833932030342876,5.018125,0.6833949286586618
5.019375,0.6832276392086325,5.019375,0.6832293674311185
5.020625,0.6830635758970779,5.020625,0.6830653067206597
5.0218750000000005,0.6829010093272211,5.0218750000000005,0.6829027427547818
5.023125,0.6827399357418478,5.023125,0.6827416717760114
5.024375,0.6825803513985944,5.024375,0.6825820900418447
5.025625,0.68242225257004,5.025625,0.6824239938246752
5.026875,0.682265635543633,5.026875,0.6822673794117313
5.028125,0.6821104966215009,5.028125,0.682112243105009
5.029375,0.6819568321205602,5.029375,0.6819585812212076
5.030625,0.6818046383723115,5.030625,0.6818063900916645
5.031875,0.6816539117229061,5.031875,0.6816556660622887
5.033125,0.6815046485328586,5.033125,0.6815064054934973
5.034375,0.6813568451772385,5.034375,0.6813586047601542
5.0356250000000005,0.681210498045506,5.0356250000000005,0.6812122602515019
5.036875,0.6810656035413747,5.036875,0.6810673683710983
5.038125,0.6809221580828203,5.038125,0.6809239255367558
5.039375,0.6807801581020679,5.039375,0.6807819281804788
5.040625,0.6806396000454124,5.040625,0.6806413727483955
5.041875,0.6805004803732205,5.041875,0.6805022557007032
5.043125,0.6803627955599093,5.043125,0.6803645735116004
5.0443750000000005,0.680226542093728,5.0443750000000005,0.6802283226692252
5.045625,0.6800917164769588,5.045625,0.6800934996755986
5.046875,0.679958315225564,5.046875,0.6799601010465568
5.048125,0.6798263348693157,5.048125,0.6798281233116963
5.049375,0.6796957719517335,5.049375,0.6796975630143084
5.050625,0.6795666230299107,5.050625,0.6795684167113202
5.051875,0.6794388846744958,5.051875,0.6794406809732383
5.0531250000000005,0.6793125534697355,5.0531250000000005,0.6793143523840807
5.054375,0.679187626013241,5.054375,0.6791894275413256
5.055625,0.6790640989160615,5.055625,0.6790659030558477
5.056875,0.6789419688026491,5.056875,0.6789437755518594
5.058125,0.678821232310622,5.058125,0.6788230416668521
5.059375,0.6787018860909221,5.059375,0.6787036980515407
5.060625,0.678583926807547,5.060625,0.6785857413698015
5.061875,0.6784673511376639,5.061875,0.6784691682986148
5.063125,0.6783521557715294,5.063125,0.6783539755280095
5.064375,0.6782383374122503,5.064375,0.6782401597610028
5.065625,0.6781258927760355,5.065625,0.6781277177135483
5.0668750000000005,0.6780148185918695,5.0668750000000005,0.6780166461144707
5.068125,0.6779051116015471,5.068125,0.6779069417054163
5.069375,0.6777967685596853,5.069375,0.6777986012407959
5.070625,0.6776897862335559,5.070625,0.6776916214877233
5.071875,0.6775841614030965,5.071875,0.6775859992259662
5.073125,0.6774798908608902,5.073125,0.6774817312478874
5.074375,0.6773769714119222,5.074375,0.677378814358388
5.0756250000000005,0.6772753998738573,5.0756250000000005,0.6772772453748565
5.076875,0.6771751730766098,5.076875,0.6771770211271104
5.078125,0.6770762878625832,5.078125,0.6770781384573435
5.079375,0.6769787410864437,5.079375,0.6769805942200685
5.080625,0.6768825296152005,5.080625,0.6768843852820704
5.081875,0.6767876503279457,5.081875,0.6767895085223458
5.083125,0.6766941001160436,5.083125,0.6766959608320484
5.0843750000000005,0.6766018758829666,5.0843750000000005,0.6766037391144417
5.085625,0.6765109745441283,5.085625,0.6765128402848423
5.086875,0.6764213930270976,5.086875,0.6764232612705696
5.088125,0.676333128271242,5.088125,0.6763349990108887
5.089375,0.6762461772279027,5.089375,0.6762480504569606
5.090625,0.6761605368602899,5.090625,0.6761624125717935
5.091875,0.6760762041433545,5.091875,0.6760780823301853
5.093125,0.6759931760638382,5.093125,0.6759950567186754
5.094375,0.6759114496200794,5.094375,0.6759133327354921
5.095625,0.6758310218221261,5.095625,0.6758329073905031
5.096875,0.6757518896916219,5.096875,0.6757537777051624
5.0981250000000005,0.675674050261744,5.0981250000000005,0.6756759407124598
5.099375,0.6755975005770788,5.099375,0.675599393456874
5.100625,0.675522237693765,5.100625,0.675524132994319
5.101875,0.6754482586792462,5.101875,0.6754501563920933
5.103125,0.6753755606122896,5.103125,0.6753774607288334
5.104375,0.67530414058302,5.104375,0.675306043094464
5.105625,0.6752339956927786,5.105625,0.675235900590145
5.1068750000000005,0.6751651230540406,5.1068750000000005,0.6751670303282279
5.108125,0.6750975197904744,5.108125,0.675099429432202
5.109375,0.6750311830368451,5.109375,0.675033095036649
5.110625,0.6749661099389496,5.110625,0.6749680242871937
5.111875,0.674902297653501,5.111875,0.6749042143404566
5.113125,0.6748397433483004,5.113125,0.6748416623640046
5.114375,0.6747784442019299,5.114375,0.6747803655363038
5.1156250000000005,0.6747183974039074,5.1156250000000005,0.6747203210466731
5.116875,0.6746596001544677,5.116875,0.6746615260952361
5.118125,0.6746020496647204,5.118125,0.6746039778928746
5.119375,0.6745457431563462,5.119375,0.6745476736611792
5.120625,0.6744906778618157,5.120625,0.6744926106324082
5.121875,0.6744368510241161,5.121875,0.674438786049436
5.123125,0.6743842598969015,5.123125,0.6743861971657098
5.124375,0.6743329017442529,5.124375,0.6743348412452013
5.125625,0.6742827738408093,5.125625,0.6742847155623639
5.126875,0.6742338734716263,5.126875,0.6742358174020862
5.128125,0.6741861979321561,5.128125,0.6741881440596443
5.1293750000000005,0.6741397445280826,5.1293750000000005,0.6741416928406612
5.130625,0.6740945105755398,5.130625,0.6740964610610576
5.131875,0.6740504934008622,5.131875,0.6740524460470092
5.133125,0.6740076903406051,5.133125,0.674009645134903
5.134375,0.6739660987414642,5.134375,0.6739680556712911
5.135625,0.6739257159602384,5.135625,0.6739276750128486
5.136875,0.673886539363855,5.136875,0.6738885005263274
5.1381250000000005,0.6738485663292538,5.1381250000000005,0.6738505295885155
5.139375,0.6738117942433614,5.139375,0.6738137595861917
5.140625,0.6737762205030623,5.140625,0.6737781879160812
5.141875,0.6737418425151049,5.141875,0.673743811984815
5.143125,0.6737086576961735,5.143125,0.673710629208887
5.144375,0.6736766634726987,5.144375,0.6736786370146081
5.145625,0.6736458572809388,5.145625,0.6736478328380678
5.1468750000000005,0.6736162365668749,5.1468750000000005,0.6736182141250903
5.148125,0.6735877987861196,5.148125,0.6735897783311908
5.149375,0.6735605414040169,5.149375,0.6735625229215364
5.150625,0.6735344618955074,5.150625,0.6735364453709018
5.151875,0.6735095577450503,5.151875,0.6735115431636304
5.153125,0.6734858264466841,5.153125,0.6734878137935911
5.154375,0.6734632655038748,5.154375,0.6734652547641378
5.155625,0.6734418724295712,5.155625,0.6734438635880695
5.156875,0.6734216447461391,5.156875,0.6734236377875864
5.158125,0.6734025799852761,5.158125,0.6734045748942536
5.159375,0.6733846756879897,5.159375,0.673386672448957
5.1606250000000005,0.6733679294046055,5.1606250000000005,0.6733699280018665
5.161875,0.6733523386946914,5.161875,0.673354339112393
5.163125,0.6733379011269705,5.163125,0.6733399033491505
5.164375,0.6733246142793821,5.164375,0.6733266182899154
5.165625,0.673312475738961,5.165625,0.6733144815215868
5.166875,0.6733014831017977,5.166875,0.6733034906401506
5.168125,0.6732916339731372,5.168125,0.6732936432506347
5.1693750000000005,0.6732829259670321,5.1693750000000005,0.6732849369670756
5.170625,0.6732753567067197,5.170625,0.6732773694124753
5.171875,0.6732689238242475,5.171875,0.6732709382187658
5.173125,0.6732636249605519,5.173125,0.6732656410267701
5.174375,0.6732594577654131,5.174375,0.6732614754861621
5.175625,0.6732564198975307,5.175625,0.6732584392554309
5.176875,0.673254509024224,5.176875,0.6732565300018434
5.1781250000000005,0.6732537228216853,5.1781250000000005,0.6732557454014022
5.179375,0.673254058974702,5.179375,0.6732560831388137
5.180625,0.6732555151768542,5.180625,0.6732575409074483
5.181875,0.6732580891301649,5.181875,0.6732601164093021
5.183125,0.6732617785454347,5.183125,0.6732638073549622
5.184375,0.6732665811418483,5.184375,0.6732686114635671
5.185625,0.6732724946472735,5.185625,0.6732745264627741
5.186875,0.6732795167979205,5.186875,0.6732815500887187
5.188125,0.6732876453385246,5.188125,0.6732896800859807
5.189375,0.6732968780222014,5.189375,0.6732989142075468
5.190625,0.6733072126103842,5.190625,0.6733092502147772
5.1918750000000005,0.6733186468729507,5.1918750000000005,0.6733206858773645
5.193125,0.6733311785879749,5.193125,0.6733332189733042
5.194375,0.6733448055418477,5.194375,0.6733468472888567
5.195625,0.6733595255292153,5.195625,0.6733615686185084
5.196875,0.6733753363528091,5.196875,0.6733773807649438
5.198125,0.6733922358236931,5.198125,0.6733942815390032
5.199375,0.6734102217608406,5.199375,0.6734122687596525
5.2006250000000005,0.6734292919915172,5.2006250000000005,0.6734313402539486
5.201875,0.6734494443509164,5.201875,0.6734514938570006
5.203125,0.6734706766822707,5.203125,0.6734727274119418
5.204375,0.6734929868368154,5.204375,0.6734950387698887
5.205625,0.6735163726737594,5.205625,0.6735184257899121
5.206875,0.6735408320602064,5.206875,0.6735428863390014
5.208125,0.6735663628711025,5.208125,0.6735684182920303
5.2093750000000005,0.6735929629893249,5.2093750000000005,0.673595019531723
5.210625,0.6736206303055606,5.210625,0.6736226879486233
5.211875,0.6736493627181848,5.211875,0.6736514214410595
5.213125,0.6736791581334213,5.213125,0.6736812179151083
5.214375,0.6737100144651463,5.214375,0.6737120752845684
5.215625,0.6737419296350098,5.215625,0.6737439914709222
5.216875,0.6737749015722037,5.216875,0.673776964403306
5.218125,0.6738089282136004,5.218125,0.6738109920184758
5.219375,0.6738440075036429,5.219375,0.6738460722607751
5.220625,0.6738801373944152,5.220625,0.6738822030821064
5.221875,0.6739173158453469,5.221875,0.6739193824418904
5.2231250000000005,0.6739555408235007,5.2231250000000005,0.6739576083070458
5.224375,0.6739948103033596,5.224375,0.6739968786519448
5.225625,0.6740351222668147,5.225625,0.6740371914583942
5.226875,0.674076474703187,5.226875,0.6740785447155939
5.228125,0.6741188656091583,5.228125,0.6741209364201098
5.229375,0.6741622929886691,5.229375,0.6741643645758434
5.230625,0.6742067548531031,5.230625,0.6742088271939972
5.2318750000000005,0.6742522492209844,5.2318750000000005,0.6742543222930475
5.233125,0.6742987741181155,5.233125,0.6743008478987128
5.234375,0.6743463275775572,5.234375,0.67434840204392
5.235625,0.6743949076395024,5.235625,0.6743969827687789
5.236875,0.674444512351308,5.236875,0.6744465881205475
5.238125,0.6744951397674462,5.238125,0.6744972161536041
5.239375,0.6745467879494845,5.239375,0.6745488649294163
5.2406250000000005,0.6745994549660301,5.2406250000000005,0.6746015325165123
5.241875,0.6746531388927426,5.241875,0.6746552169904488
5.243125,0.6747078378122785,5.243125,0.6747099164337843
5.244375,0.6747635498142388,5.244375,0.674765628936045
5.245625,0.6748202729951882,5.245625,0.6748223525937017
5.246875,0.6748780054585912,5.246875,0.6748800855101348
5.248125,0.6749367453148403,5.248125,0.6749388257956088
5.249375,0.6749964906811063,5.249375,0.6749985715672402
5.250625,0.6750572396813841,5.250625,0.6750593209489714
5.251875,0.6751189904465497,5.251875,0.6751210720715426
5.253125,0.6751817411142035,5.253125,0.675183823072457
5.2543750000000005,0.6752454898286487,5.2543750000000005,0.6752475720959605
5.255625,0.6753102347408985,5.255625,0.6753123172930097
5.256875,0.6753759740087415,5.256875,0.6753780568212403
5.258125,0.6754427057964635,5.258125,0.6754447888449449
5.259375,0.6755104282751483,5.259375,0.6755125115350418
5.260625,0.6755791396223334,5.260625,0.6755812230690476
5.261875,0.6756488380222011,5.261875,0.6756509216310492
5.2631250000000005,0.6757195216654752,5.2631250000000005,0.6757216054116761
5.264375,0.6757911887493696,5.264375,0.6757932726080753
5.265625,0.6758638374775818,5.265625,0.6758659214238812
5.266875,0.6759374660603114,5.266875,0.6759395500691877
5.268125,0.6760120727141142,5.268125,0.6760141567605238
5.269375,0.6760876556620525,5.269375,0.676089739720825
5.270625,0.676164213133507,5.270625,0.676166297179408
5.2718750000000005,0.6762417433641643,5.2718750000000005,0.676243827371941
5.273125,0.676320244596171,5.273125,0.6763223285404205
5.274375,0.6763997150778331,5.274375,0.6764017989331423
5.275625,0.6764801530638181,5.275625,0.6764822368046756
5.276875,0.6765615568149888,5.276875,0.6765636404158384
5.278125,0.6766439245984815,5.278125,0.6766460080336701
5.279375,0.6767272546875958,5.279375,0.6767293379314029
5.280625,0.6768115453617547,5.280625,0.6768136283884413
5.281875,0.6768967949066503,5.281875,0.6768988776903334
5.283125,0.6769830016139291,5.283125,0.6769850841287439
5.284375,0.6770701637814457,5.284375,0.6770722460014306
5.2856250000000005,0.6771582797131114,5.2856250000000005,0.6771603616122178
5.286875,0.6772473477188262,5.286875,0.6772494292709723
5.288125,0.6773373661145378,5.288125,0.6773394472935781
5.289375,0.6774283332221842,5.289375,0.6774304140019084
5.290625,0.6775202473696887,5.290625,0.6775223277238043
5.291875,0.6776131068908442,5.291875,0.6776151867930489
5.293125,0.6777069101254372,5.293125,0.6777089895493409
5.2943750000000005,0.677801655419115,5.2943750000000005,0.6778037343382711
5.295625,0.6778973411233546,5.295625,0.6778994195112996
5.296875,0.6779939655955809,5.296875,0.677996043425728
5.298125,0.6780915271989261,5.298125,0.6780936044446775
5.299375,0.6781900243023525,5.299375,0.6781921009370634
5.300625,0.6782894552806057,5.300625,0.6782915312775735
5.301875,0.6783898185141972,5.301875,0.678391893846639
5.3031250000000005,0.6784911123892832,5.3031250000000005,0.6784931870304169
5.304375,0.6785933352977993,5.304375,0.678595409220761
5.305625,0.6786964856373313,5.305625,0.6786985588152022
5.306875,0.6788005618110932,5.306875,0.6788026342169223
5.308125,0.6789055622279261,5.308125,0.6789076338347289
5.309375,0.6790114853023169,5.309375,0.6790135560830405
5.310625,0.6791183294542925,5.310625,0.6791203993818516
5.311875,0.6792260931094536,5.311875,0.6792281621567186
5.313125,0.6793347746989379,5.313125,0.6793368428387309
5.314375,0.6794443726593806,5.314375,0.6794464398644935
5.315625,0.6795548854329395,5.315625,0.6795569516760999
5.3168750000000005,0.6796663114672129,5.3168750000000005,0.6796683767211094
5.318125,0.679778649215186,5.318125,0.6797807134525277
5.319375,0.6798918971354089,5.319375,0.6798939603287815
5.320625,0.6800060536916859,5.320625,0.6800081158136969
5.321875,0.6801211173533128,5.321875,0.6801231783764795
5.323125,0.6802370865948117,5.323125,0.6802391464916852
5.324375,0.6803539598961451,5.324375,0.6803560186392076
5.3256250000000005,0.6804717357425736,5.3256250000000005,0.6804737933042481
5.326875,0.68059041262459,5.326875,0.6805924689773006
5.328125,0.6807099890379845,5.328125,0.6807120441541208
5.329375,0.6808304634837961,5.329375,0.6808325173357158
5.330625,0.6809518344683095,5.330625,0.6809538870283111
5.331875,0.6810741005029232,5.331875,0.6810761517433396
5.333125,0.681197260104345,5.333125,0.681199309997412
5.3343750000000005,0.681321311794356,5.3343750000000005,0.6813233603122989
5.335625,0.6814462540998482,5.335625,0.6814483012149084
5.336875,0.681572085552941,5.336875,0.6815741312372698
5.338125,0.6816988046906914,5.338125,0.6817008489165041
5.339375,0.6818264100554203,5.339375,0.6818284527948103
5.340625,0.6819549001943299,5.340625,0.6819569414194393
5.341875,0.6820842736597817,5.341875,0.6820863133426787
5.343125,0.6822145290090669,5.343125,0.6822165671218265
5.344375,0.6823456648044746,5.344375,0.6823477013191743
5.345625,0.6824776796133363,5.345625,0.6824797145019856
5.346875,0.682610572007874,5.346875,0.6826126052424758
5.3481250000000005,0.6827443405652007,5.3481250000000005,0.6827463721177898
5.349375,0.682878983867454,5.349375,0.6828810137099843
5.350625,0.6830145005015374,5.350625,0.683016528606009
5.351875,0.6831508890593667,5.351875,0.6831529153976821
5.353125,0.6832881481375511,5.353125,0.6832901726816718
5.354375,0.683426276337611,5.354375,0.6834282990594818
5.355625,0.6835652722659101,5.355625,0.6835672931374224
5.3568750000000005,0.6837051345335331,5.3568750000000005,0.6837071535265986
5.358125,0.683845861756378,5.358125,0.6838478788428859
5.359375,0.6839874525550922,5.359375,0.6839894677069129
5.360625,0.6841299055550252,5.360625,0.6841319187440422
5.361875,0.6842732193862587,5.361875,0.6842752305843498
5.363125,0.6844173926835702,5.363125,0.6844194018626053
5.364375,0.6845624240864411,5.364375,0.6845644312182546
5.3656250000000005,0.6847083122389409,5.3656250000000005,0.6847103172954021
5.366875,0.6848550557898371,5.366875,0.6848570587427867
5.368125,0.6850026533924917,5.368125,0.6850046542137666
5.369375,0.6851511037048656,5.369375,0.6851531023663007
5.370625,0.6853004053894743,5.370625,0.6853024018629286
5.371875,0.685450557113426,5.371875,0.6854525513707537
5.373125,0.6856015575483935,5.373125,0.6856035495614196
5.374375,0.6857534053705341,5.374375,0.6857553951110991
5.375625,0.685906099260503,5.375625,0.6859080867004721
5.376875,0.6860596379034948,5.376875,0.6860616230147034
5.378125,0.6862140199891024,5.378125,0.6862160027434325
5.3793750000000005,0.6863692442114616,5.3793750000000005,0.6863712245807496
5.380625,0.6865253092690505,5.380625,0.6865272872251791
5.381875,0.6866822138648476,5.381875,0.6866841893796626
5.383125,0.6868399567061322,5.383125,0.6868419297515397
5.384375,0.6869985365046317,5.384375,0.6870005070525295
5.385625,0.6871579519764379,5.385625,0.687159919998717
5.386875,0.6873182018419689,5.386875,0.6873201673105301
5.3881250000000005,0.6874792848259639,5.3881250000000005,0.6874812477127248
5.389375,0.6876411996574255,5.389375,0.6876431599343674
5.390625,0.6878039450697788,5.390625,0.6878059027088188
5.391875,0.6879675198006101,5.391875,0.6879694747737128
5.393125,0.6881319225917921,5.393125,0.6881338748709422
5.394375,0.688297152189463,5.394375,0.6882991017466413
5.395625,0.6884632073439385,5.395625,0.6884651541511695
5.3968750000000005,0.688630086809752,5.3968750000000005,0.6886320308390892
5.398125,0.6887977893457174,5.398125,0.6887997305691573
5.399375,0.6889663137146603,5.399375,0.6889682521043009
5.400625,0.6891356586836986,5.400625,0.6891375942116045
5.401875,0.6893058230239776,5.401875,0.6893077556622919
5.403125,0.689476805510873,5.403125,0.6894787352317099
5.404375,0.6896486049237994,5.404375,0.6896505316993107
5.405625,0.6898212200462709,5.405625,0.6898231438486377
5.406875,0.6899946496658872,5.406875,0.6899965704673064
5.408125,0.6901688925742834,5.408125,0.6901708103469917
5.409375,0.6903439475671556,5.409375,0.6903458622834053
5.4106250000000005,0.6905198134442075,5.4106250000000005,0.6905217250762866
5.411875,0.6906964890091739,5.411875,0.6906983975293831
5.413125,0.6908739730697352,5.413125,0.690875878450433
5.414375,0.6910522644376135,5.414375,0.6910541666511515
5.415625,0.6912313619284508,5.415625,0.6912332609472157
5.416875,0.6914112643617902,5.416875,0.691413160158245
5.418125,0.6915919705611917,5.418125,0.6915938631077894
5.4193750000000005,0.6917734793540704,5.4193750000000005,0.6917753686233111
5.420625,0.6919557895717808,5.420625,0.6919576755361704
5.421875,0.6921389000494833,5.421875,0.692140782681608
5.423125,0.6923228096262418,5.423125,0.6923246888987321
5.424375,0.692507517145024,5.424375,0.6925093930305029
5.425625,0.6926930214525725,5.425625,0.692694893923714
